FID RT,FID Area,MS RT,Compound Name,Formula,Match Factor,Compound Source,Compound Type Abbreviation
23.5,0.17,23.5352,"Benzo[a]fluorene, 1,2,3,4,6b,7,8,9,10,10a-decahydro-",C17H22,62.91386865,Automatically assigned using a linear fit of manual peak assignments,A
23.568,0.4402,23.5691,"Sebacic acid, nonyl 4-(2-phenylpropyl-2)-phenyl ester",C34H50O4,72.00263686,Automatically assigned using a linear fit of manual peak assignments,O
23.649,0.3659,23.6667,"1,1'-Biphenyl, 4-butoxy-",C16H18O,60.62396745,Automatically assigned using a linear fit of manual peak assignments,O
23.715,0.1996,,,,,,
23.752,0.2573,23.7473,"1-Acetyl-4,6,8-trimethylazulene",C15H16O,62.11684752,Automatically assigned using a linear fit of manual peak assignments,O
23.823,0.3105,,,,,,
23.865,0.1067,23.8605,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
23.958,0.3483,23.9524,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.02,0.2968,24.0208,"1-(2,3,4-Trimethoxyphenyl)ethanol",C11H16O4,62.49895291,Automatically assigned using a linear fit of manual peak assignments,O
24.084,0.2208,,,,,,
24.116,0.3761,24.1113,"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-",C16H18O,54.46280437,Automatically assigned using a linear fit of manual peak assignments,O
24.231,0.3771,24.2294,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.348,0.2945,24.3415,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.394,0.0807,,,,,,
24.458,0.2103,24.4624,"Sydonic acid, 3Me derivative",C18H28O4,50.3500326,Automatically assigned using a linear fit of manual peak assignments,O
24.515,0.1782,,,,,,
24.559,0.2924,24.5537,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.641,1.4296,24.6613,"1,1'-Biphenyl, 4-butoxy-",C16H18O,63.27440635,Automatically assigned using a linear fit of manual peak assignments,O
24.743,0.4176,24.7543,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
24.801,0.1819,,,,,,
24.912,0.7169,24.9053,"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-",C16H18O,51.89684169,Automatically assigned using a linear fit of manual peak assignments,O
24.967,0.1455,,,,,,
25.026,0.035,,,,,,
25.086,0.5679,25.1195,"Naphtho[1,2-b]furan-4,5-dione, 2-isopropyl-",C15H12O3,59.92635595,Automatically assigned using a linear fit of manual peak assignments,O
25.199,0.2983,25.204,"9H-Xanthen-9-one, 4-methoxy-",C14H10O3,59.70835788,Automatically assigned using a linear fit of manual peak assignments,O
25.251,0.1984,,,,,,
25.302,0.3134,25.2985,"Benzene, 1-(1,1-dimethylethyl)-4-phenoxy-",C16H18O,78.49535719,Automatically assigned using a linear fit of manual peak assignments,O
25.372,0.1622,25.41144712,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
25.419,0.0562,25.41144712,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
25.461,0.1115,25.41144712,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
25.525,0.1726,,,,,,
25.579,0.4178,25.5669,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
25.759,0.3174,,,,,,
25.838,0.6923,25.8363,"Phenanthrene, 2,3,5-trimethyl-",C17H16,77.72728894,Automatically assigned using a linear fit of manual peak assignments,A
25.981,0.6569,,,,,,
26.067,0.0765,26.02700191,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.119,0.11,26.1158,"2-Propenoic acid, 3-(3,4,5-trimethoxyphenyl)-",C12H14O5,67.41351903,Automatically assigned using a linear fit of manual peak assignments,O
26.194,0.1843,,,,,,
26.246,0.2482,,,,,,
26.331,0.2865,26.2756,"2,6-Di-t-butyl-4-methylphenol acetate(ester)",C17H26O2,50.49070946,Automatically assigned using a linear fit of manual peak assignments,O
26.423,0.1804,26.442,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.483,0.1521,26.494,"Ethanone, 1-(4,6-dihydroxy-2,3,5-trimethyl-7-benzofuranyl)-",C13H14O4,63.00241735,Automatically assigned using a linear fit of manual peak assignments,O
26.578,0.2434,26.6023,2-Isopropyl-10-methylphenanthrene,C18H18,54.22407133,Automatically assigned using a linear fit of manual peak assignments,A
26.727,0.4922,26.7263,"Ethanone, 1-(4,6-dihydroxy-2,3,5-trimethyl-7-benzofuranyl)-",C13H14O4,64.68746347,Automatically assigned using a linear fit of manual peak assignments,O
26.783,0.0849,,,,,,
26.862,0.3854,26.8442,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
26.911,0.2514,,,,,,
27.04,0.5581,,,,,,
27.137,0.7873,27.1407,"1,3,6,8-Tetramethylanthracene",C18H18,74.12185733,Automatically assigned using a linear fit of manual peak assignments,A
27.25,0.1786,,,,,,
27.321,3.1773,27.2944,2-Isopropyl-10-methylphenanthrene,C18H18,74.92449007,Automatically assigned using a linear fit of manual peak assignments,A
27.505,0.1822,,,,,,
27.584,0.2821,27.5876,"3,5-di-tert-Butyl-4-hydroxyacetophenone",C16H24O2,58.22366851,Automatically assigned using a linear fit of manual peak assignments,O
27.626,0.0462,,,,,,
27.673,0.3857,,,,,,
27.718,0.0662,,,,,,
27.762,0.2309,27.7553,"Benzene, 1-[(4-ethylphenyl)ethynyl]-4-propyl-",C19H20,57.05092202,Automatically assigned using a linear fit of manual peak assignments,A
27.919,0.3322,27.917,"1,4-Naphthoquinone, 6-acetyl-2,5,7-trihydroxy-",C12H8O6,56.52237842,Automatically assigned using a linear fit of manual peak assignments,O
28,0.1672,,,,,,
28.122,1.0409,28.1197,"8-Isopropyl-1,3-dimethylphenanthrene",C19H20,51.09022587,Automatically assigned using a linear fit of manual peak assignments,A
28.204,0.0934,,,,,,
28.363,0.6396,28.3752,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
28.444,0.2162,,,,,,
28.474,0.1203,,,,,,
28.532,0.3809,28.5344,"2,6-Bis(1,1-dimethylethyl)-4-(1-oxopropyl)phenol",C17H26O2,61.77758294,Automatically assigned using a linear fit of manual peak assignments,O
28.624,0.5953,28.6236,"8-Isopropyl-1,3-dimethylphenanthrene",C19H20,74.06355133,Manual,A
28.657,0.2633,,,,,,
28.731,0.2335,,,,,,
28.77,0.1692,28.7644,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
28.892,0.5632,28.899,"2-Naphthoic acid, 6-hydroxy-5,7-dimethoxy-, acetate",C15H14O6,51.95970214,Automatically assigned using a linear fit of manual peak assignments,O
28.954,0.1157,,,,,,
29.06,0.3686,,,,,,
29.098,0.1494,,,,,,
29.214,0.3716,29.205,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
29.292,0.1744,,,,,,
29.417,0.5143,,,,,,
29.513,0.152,,,,,,
29.693,0.185,,,,,,
29.802,0.8444,29.7995,"Phenol, 2,4,6-tri-tert-butyl-",C18H30O,61.78719373,Automatically assigned using a linear fit of manual peak assignments,O
30,0.3439,,,,,,
30.291,0.7765,,,,,,
30.4,0.5427,,,,,,
30.453,0.4311,,,,,,
30.676,0.5943,30.6279,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,72.4989275,Automatically assigned using a linear fit of manual peak assignments,O
30.739,0.1038,,,,,,
30.858,0.1633,30.83615837,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.053,0.737,30.9989,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.332,0.1181,31.2818,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
31.387,0.1565,,,,,,
31.431,0.2401,,,,,,
31.506,0.316,,,,,,
31.604,0.0714,,,,,,
31.642,0.2385,,,,,,
31.669,0.1695,,,,,,
31.711,0.8168,,,,,,
31.864,0.3593,,,,,,
31.947,0.0359,31.9082,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,64.23278559,Automatically assigned using a linear fit of manual peak assignments,O
32,0.3567,,,,,,
32.137,0.6791,32.0921,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,54.50270485,Automatically assigned using a linear fit of manual peak assignments,O
32.221,0.2714,,,,,,
32.271,0.2593,,,,,,
32.32,0.1201,,,,,,
32.341,0.1178,,,,,,
32.739,0.1911,32.6831,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.795,0.7361,32.79231705,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
32.892,0.2063,,,,,,
32.971,0.1237,32.99021321,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.01,0.7605,33.031,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,59.37894298,Automatically assigned using a linear fit of manual peak assignments,O
33.277,0.5241,33.2729,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.485,0.1031,33.421,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
33.564,0.5171,,,,,,
33.591,0.2216,,,,,,
33.798,0.4306,,,,,,
34.04,0.3729,,,,,,
34.117,0.0726,34.07460039,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.215,0.2136,,,,,,
34.239,0.1615,34.2533,"Methanol, [4-(1,1-dimethylethyl)phenoxy]-, acetate",C13H18O3,55.19565218,Automatically assigned using a linear fit of manual peak assignments,O
34.511,0.4909,34.4953,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
34.646,0.2813,,,,,,
34.701,0.1565,,,,,,
35.271,0.2297,,,,,,
35.372,0.3199,,,,,,
35.433,0.073,35.43155046,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.532,0.3193,,,,,,
35.696,0.2954,35.61410825,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
35.771,0.1412,,,,,,
36.524,0.2796,36.4812,"4,4'-bi-4H-pyran, 2,2',6,6'-tetrakis(1,1-dimethylethyl)-4,4'-dimethyl-",C28H46O2,59.09784613,Automatically assigned using a linear fit of manual peak assignments,O
36.617,0.5555,,,,,,
37.15,0.1416,37.1333,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
37.47,0.3675,,,,,,
37.551,0.1016,,,,,,
37.777,0.6323,37.7795,No Match,,,Automatically assigned using a linear fit of manual peak assignments,
37.915,0.4864,,,,,,
38.133,0.0668,,,,,,
38.159,0.0671,,,,,,
38.376,0.071,,,,,,
38.437,0.3445,38.4276,"1,2,4-Benzenetricarboxylic acid, 1,2-dimethyl ester",C11H10O6,71.4963518,Automatically assigned using a linear fit of manual peak assignments,O
38.481,0.1312,,,,,,
38.589,0.0745,,,,,,
38.82,0.0976,,,,,,
39.198,0.2098,,,,,,
39.518,0.2792,,,,,,
39.626,0.1124,,,,,,
39.664,0.2879,,,,,,
39.894,0.1058,,,,,,
39.956,0.1371,39.92844913,Dimethyl hydrastate,C11H10O6,56.07426969,Automatically assigned using a linear fit of manual peak assignments,O
